ID,Site,Time,Value,State,Quality,Reason,Status,Suppression,Type,real_point
1099,Site_001,08/12/2023 22:58:25,1,Off,Good,Current Data,,None,,
1100,Site_001,08/12/2023 22:55:04,1,Off,Good,Current Data,,None,,
1101,Site_001,08/12/2023 22:54:48,1,Off,Good,Current Data,,None,,
1102,Site_001,08/12/2023 22:54:19,1,Off,Good,Current Data,,None,,
1103,Site_001,08/12/2023 22:53:44,1,Off,Good,Current Data,,None,,
1104,Site_001,08/12/2023 22:48:18,1,Off,Good,Current Data,,None,,
1105,Site_001,08/12/2023 22:46:25,1,Off,Good,Current Data,,None,,
1106,Site_001,08/12/2023 22:45:53,1,Off,Good,Current Data,,None,,
1107,Site_001,08/12/2023 16:32:33,1,Off,Good,Current Data,,None,,
1108,Site_001,08/12/2023 13:20:37,1,Off,Good,Current Data,,None,,
1109,Site_001,08/12/2023 13:17:17,1,Off,Good,Current Data,,None,,
1110,Site_001,08/12/2023 13:12:06,1,Off,Good,Current Data,,None,,
1111,Site_001,08/12/2023 07:29:20,1,Off,Good,Current Data,,None,,
1112,Site_001,08/12/2023 01:16:04,1,Off,Good,Current Data,,None,,
1113,Site_001,07/12/2023 14:29:00,1,Off,Good,Current Data,,None,,
1114,Site_001,07/12/2023 14:15:01,1,Off,Good,Current Data,,None,,
1115,Site_001,07/12/2023 13:56:30,1,Off,Good,Current Data,,None,,
1116,Site_001,07/12/2023 13:50:27,1,Off,Good,Current Data,,None,,
1117,Site_001,07/12/2023 13:47:07,1,Off,Good,Current Data,,None,,
1118,Site_001,07/12/2023 13:46:33,1,Off,Good,Current Data,,None,,
1119,Site_001,07/12/2023 13:42:46,1,Off,Good,Current Data,,None,,
1120,Site_001,07/12/2023 13:40:39,1,Off,Good,Current Data,,None,,
1121,Site_001,07/12/2023 13:38:34,1,Off,Good,Current Data,,None,,
1122,Site_001,07/12/2023 13:35:30,1,Off,Good,Current Data,,None,,
1123,Site_001,07/12/2023 12:32:01,1,Off,Good,Current Data,,None,,
1124,Site_001,07/12/2023 11:17:06,1,Off,Good,Current Data,,None,,
1125,Site_001,07/12/2023 07:20:54,1,Off,Good,Current Data,,None,,
1126,Site_001,07/12/2023 05:44:56,1,Off,Good,Current Data,,None,,
1127,Site_001,07/12/2023 05:34:42,1,Off,Good,Current Data,,None,,
1128,Site_001,07/12/2023 05:06:52,1,Off,Good,Current Data,,None,,
1129,Site_001,07/12/2023 03:04:35,1,Off,Good,Current Data,,None,,
1130,Site_001,07/12/2023 02:59:47,1,Off,Good,Current Data,,None,,
1131,Site_001,07/12/2023 02:14:17,1,Off,Good,Current Data,,None,,
1132,Site_001,07/12/2023 02:06:28,1,Off,Good,Current Data,,None,,
1133,Site_001,07/12/2023 01:33:11,1,Off,Good,Current Data,,None,,
1134,Site_001,07/12/2023 01:28:45,1,Off,Good,Current Data,,None,,
1135,Site_001,07/12/2023 01:10:26,1,Off,Good,Current Data,,None,,
1136,Site_001,07/12/2023 01:10:09,1,Off,Good,Current Data,,None,,
1137,Site_001,06/12/2023 18:47:30,1,Off,Good,Current Data,,None,,
1138,Site_001,06/12/2023 15:47:09,1,Off,Good,Current Data,,None,,
1139,Site_001,06/12/2023 13:40:41,1,Off,Good,Current Data,,None,,
1140,Site_001,06/12/2023 13:39:48,1,Off,Good,Current Data,,None,,
1141,Site_001,06/12/2023 13:37:17,1,Off,Good,Current Data,,None,,
1142,Site_001,06/12/2023 13:35:31,1,Off,Good,Current Data,,None,,
1143,Site_001,06/12/2023 13:31:15,1,Off,Good,Current Data,,None,,
1144,Site_001,06/12/2023 13:27:29,1,Off,Good,Current Data,,None,,
1145,Site_001,06/12/2023 13:22:08,1,Off,Good,Current Data,,None,,
1146,Site_001,06/12/2023 13:20:32,1,Off,Good,Current Data,,None,,
1147,Site_001,06/12/2023 13:09:33,1,Off,Good,Current Data,,None,,
1148,Site_001,06/12/2023 13:07:49,1,Off,Good,Current Data,,None,,
1149,Site_001,06/12/2023 13:07:33,1,Off,Good,Current Data,,None,,
1150,Site_001,06/12/2023 11:02:08,1,Off,Good,Current Data,,None,,
1151,Site_001,06/12/2023 05:17:49,1,Off,Good,Current Data,,None,,
1152,Site_001,06/12/2023 05:10:41,1,Off,Good,Current Data,,None,,
1153,Site_001,06/12/2023 04:59:29,1,Off,Good,Current Data,,None,,
1154,Site_001,06/12/2023 04:53:22,1,Off,Good,Current Data,,None,,
1155,Site_001,06/12/2023 04:50:55,1,Off,Good,Current Data,,None,,
1156,Site_001,06/12/2023 04:20:01,1,Off,Good,Current Data,,None,,
1157,Site_001,06/12/2023 04:16:26,1,Off,Good,Current Data,,None,,
1158,Site_001,06/12/2023 04:13:12,1,Off,Good,Current Data,,None,,
1159,Site_001,06/12/2023 03:32:28,1,Off,Good,Current Data,,None,,
1160,Site_001,06/12/2023 03:11:29,1,Off,Good,Current Data,,None,,
1161,Site_001,06/12/2023 03:05:29,1,Off,Good,Current Data,,None,,
1162,Site_001,06/12/2023 02:55:18,1,Off,Good,Current Data,,None,,
1163,Site_001,06/12/2023 02:13:48,1,Off,Good,Current Data,,None,,
1164,Site_001,06/12/2023 01:01:01,1,Off,Good,Current Data,,None,,
1165,Site_001,06/12/2023 00:50:13,1,Off,Good,Current Data,,None,,
1166,Site_001,06/12/2023 00:49:00,1,Off,Good,Current Data,,None,,
1167,Site_001,06/12/2023 00:48:20,1,Off,Good,Current Data,,None,,
1168,Site_001,06/12/2023 00:45:15,1,Off,Good,Current Data,,None,,
1169,Site_001,06/12/2023 00:38:02,1,Off,Good,Current Data,,None,,
1170,Site_001,06/12/2023 00:36:39,1,Off,Good,Current Data,,None,,
1171,Site_001,06/12/2023 00:35:33,1,Off,Good,Current Data,,None,,
1172,Site_001,06/12/2023 00:31:25,1,Off,Good,Current Data,,None,,
1173,Site_001,05/12/2023 22:30:17,1,Off,Good,Current Data,,None,,
1174,Site_001,05/12/2023 22:23:20,1,Off,Good,Current Data,,None,,
1175,Site_001,05/12/2023 22:12:42,1,Off,Good,Current Data,,None,,
1176,Site_001,05/12/2023 22:09:12,1,Off,Good,Current Data,,None,,
1177,Site_001,05/12/2023 21:39:25,1,Off,Good,Current Data,,None,,
1178,Site_001,05/12/2023 17:09:33,1,Off,Good,Current Data,,None,,
1179,Site_001,05/12/2023 16:46:17,1,Off,Good,Current Data,,None,,
1180,Site_001,05/12/2023 16:20:10,1,Off,Good,Current Data,,None,,
1181,Site_001,05/12/2023 16:17:05,1,Off,Good,Current Data,,None,,
1182,Site_001,05/12/2023 16:02:44,1,Off,Good,Current Data,,None,,
1183,Site_001,05/12/2023 15:20:12,1,Off,Good,Current Data,,None,,
1184,Site_001,05/12/2023 15:12:02,1,Off,Good,Current Data,,None,,
1185,Site_001,05/12/2023 14:44:24,1,Off,Good,Current Data,,None,,
1186,Site_001,05/12/2023 14:24:46,1,Off,Good,Current Data,,None,,
1187,Site_001,05/12/2023 14:22:12,1,Off,Good,Current Data,,None,,
1188,Site_001,05/12/2023 14:17:26,1,Off,Good,Current Data,,None,,
1189,Site_001,05/12/2023 14:10:49,1,Off,Good,Current Data,,None,,
1190,Site_001,05/12/2023 14:07:21,1,Off,Good,Current Data,,None,,
1191,Site_001,05/12/2023 13:53:28,1,Off,Good,Current Data,,None,,
1192,Site_001,05/12/2023 13:19:34,1,Off,Good,Current Data,,None,,
1193,Site_001,05/12/2023 13:17:09,1,Off,Good,Current Data,,None,,
1194,Site_001,05/12/2023 13:13:06,1,Off,Good,Current Data,,None,,
1195,Site_001,05/12/2023 13:02:38,1,Off,Good,Current Data,,None,,
1196,Site_001,05/12/2023 13:00:08,1,Off,Good,Current Data,,None,,
1197,Site_001,05/12/2023 12:51:45,1,Off,Good,Current Data,,None,,
1198,Site_001,05/12/2023 12:46:55,1,Off,Good,Current Data,,None,,
1199,Site_001,05/12/2023 12:43:40,1,Off,Good,Current Data,,None,,
1200,Site_001,05/12/2023 11:55:32,1,Off,Good,Current Data,,None,,
1201,Site_001,05/12/2023 11:34:24,1,Off,Good,Current Data,,None,,
1202,Site_001,05/12/2023 11:32:15,1,Off,Good,Current Data,,None,,
1203,Site_001,05/12/2023 11:19:21,1,Off,Good,Current Data,,None,,
1204,Site_001,05/12/2023 11:01:05,1,Off,Good,Current Data,,None,,
1205,Site_001,05/12/2023 08:08:51,1,Off,Good,Current Data,,None,,
1206,Site_001,05/12/2023 08:02:59,1,Off,Good,Current Data,,None,,
1207,Site_001,05/12/2023 07:51:47,1,Off,Good,Current Data,,None,,
1208,Site_001,05/12/2023 07:25:32,1,Off,Good,Current Data,,None,,
1209,Site_001,05/12/2023 07:24:07,1,Off,Good,Current Data,,None,,
1210,Site_001,05/12/2023 07:07:56,1,Off,Good,Current Data,,None,,
1211,Site_001,05/12/2023 07:01:32,1,Off,Good,Current Data,,None,,
1212,Site_001,05/12/2023 06:57:32,1,Off,Good,Current Data,,None,,
1213,Site_001,05/12/2023 06:42:57,1,Off,Good,Current Data,,None,,
1214,Site_001,05/12/2023 06:39:13,1,Off,Good,Current Data,,None,,
1215,Site_001,05/12/2023 06:30:50,1,Off,Good,Current Data,,None,,
1216,Site_001,05/12/2023 06:28:34,1,Off,Good,Current Data,,None,,
1217,Site_001,05/12/2023 06:21:00,1,Off,Good,Current Data,,None,,
1218,Site_001,05/12/2023 06:17:21,1,Off,Good,Current Data,,None,,
1219,Site_001,05/12/2023 06:13:33,1,Off,Good,Current Data,,None,,
1220,Site_001,05/12/2023 06:12:52,1,Off,Good,Current Data,,None,,
1221,Site_001,05/12/2023 06:11:28,1,Off,Good,Current Data,,None,,
1222,Site_001,05/12/2023 06:09:10,1,Off,Good,Current Data,,None,,
1223,Site_001,05/12/2023 05:59:47,1,Off,Good,Current Data,,None,,
1224,Site_001,05/12/2023 05:53:20,1,Off,Good,Current Data,,None,,
1225,Site_001,05/12/2023 05:32:29,1,Off,Good,Current Data,,None,,
1226,Site_001,05/12/2023 05:26:29,1,Off,Good,Current Data,,None,,
1227,Site_001,05/12/2023 04:57:36,1,Off,Good,Current Data,,None,,
1228,Site_001,05/12/2023 04:25:22,1,Off,Good,Current Data,,None,,
1229,Site_001,05/12/2023 04:23:25,1,Off,Good,Current Data,,None,,
1230,Site_001,05/12/2023 04:12:16,1,Off,Good,Current Data,,None,,
1231,Site_001,05/12/2023 03:59:13,1,Off,Good,Current Data,,None,,
1232,Site_001,05/12/2023 03:47:17,1,Off,Good,Current Data,,None,,
1233,Site_001,05/12/2023 03:29:25,1,Off,Good,Current Data,,None,,
1234,Site_001,05/12/2023 03:23:03,1,Off,Good,Current Data,,None,,
1235,Site_001,05/12/2023 03:19:11,1,Off,Good,Current Data,,None,,
1236,Site_001,05/12/2023 02:50:12,1,Off,Good,Current Data,,None,,
1237,Site_001,05/12/2023 02:22:15,1,Off,Good,Current Data,,None,,
1238,Site_001,05/12/2023 02:18:54,1,Off,Good,Current Data,,None,,
1239,Site_001,05/12/2023 02:06:29,1,Off,Good,Current Data,,None,,
1240,Site_001,05/12/2023 02:02:03,1,Off,Good,Current Data,,None,,
1241,Site_001,05/12/2023 02:01:43,1,Off,Good,Current Data,,None,,
1242,Site_001,05/12/2023 01:53:39,1,Off,Good,Current Data,,None,,
1243,Site_001,05/12/2023 01:49:39,1,Off,Good,Current Data,,None,,
1244,Site_001,05/12/2023 01:49:25,1,Off,Good,Current Data,,None,,
1245,Site_001,05/12/2023 01:48:15,1,Off,Good,Current Data,,None,,
1246,Site_001,05/12/2023 01:46:31,1,Off,Good,Current Data,,None,,
1247,Site_001,05/12/2023 01:37:58,1,Off,Good,Current Data,,None,,
1248,Site_001,05/12/2023 01:35:35,1,Off,Good,Current Data,,None,,
1249,Site_001,05/12/2023 01:09:11,1,Off,Good,Current Data,,None,,
1250,Site_001,05/12/2023 01:04:57,1,Off,Good,Current Data,,None,,
1251,Site_001,05/12/2023 01:04:31,1,Off,Good,Current Data,,None,,
1252,Site_001,05/12/2023 01:02:19,1,Off,Good,Current Data,,None,,
1253,Site_001,04/12/2023 16:17:35,1,Off,Good,Current Data,,None,,
1254,Site_001,04/12/2023 16:07:13,1,Off,Good,Current Data,,None,,
1255,Site_001,04/12/2023 11:52:39,1,Off,Good,Current Data,,None,,
1256,Site_001,04/12/2023 04:30:27,1,Off,Good,Current Data,,None,,
1257,Site_001,04/12/2023 04:10:18,1,Off,Good,Current Data,,None,,
1258,Site_001,04/12/2023 04:03:42,1,Off,Good,Current Data,,None,,
1259,Site_001,04/12/2023 03:27:36,1,Off,Good,Current Data,,None,,
1260,Site_001,04/12/2023 03:27:31,1,Off,Good,Current Data,,None,,
1261,Site_001,04/12/2023 03:00:13,1,Off,Good,Current Data,,None,,
1262,Site_001,04/12/2023 02:58:09,1,Off,Good,Current Data,,None,,
1263,Site_001,04/12/2023 02:47:32,1,Off,Good,Current Data,,None,,
1264,Site_001,04/12/2023 02:44:55,1,Off,Good,Current Data,,None,,
1265,Site_001,04/12/2023 02:42:30,1,Off,Good,Current Data,,None,,
1266,Site_001,04/12/2023 02:40:43,1,Off,Good,Current Data,,None,,
1267,Site_001,04/12/2023 02:39:48,1,Off,Good,Current Data,,None,,
1268,Site_001,04/12/2023 02:32:33,1,Off,Good,Current Data,,None,,
1269,Site_001,04/12/2023 02:25:01,1,Off,Good,Current Data,,None,,
1270,Site_001,04/12/2023 02:22:52,1,Off,Good,Current Data,,None,,
1271,Site_001,03/12/2023 06:01:10,1,Off,Good,Current Data,,None,,
1272,Site_001,03/12/2023 06:01:03,1,Off,Good,Current Data,,None,,
1273,Site_001,03/12/2023 05:54:02,1,Off,Good,Current Data,,None,,
1274,Site_001,03/12/2023 05:26:37,1,Off,Good,Current Data,,None,,
1275,Site_001,03/12/2023 05:19:41,1,Off,Good,Current Data,,None,,
1276,Site_001,03/12/2023 05:18:32,1,Off,Good,Current Data,,None,,
1277,Site_001,03/12/2023 05:12:37,1,Off,Good,Current Data,,None,,
1278,Site_001,03/12/2023 05:08:56,1,Off,Good,Current Data,,None,,
1279,Site_001,03/12/2023 04:57:03,1,Off,Good,Current Data,,None,,
1280,Site_001,03/12/2023 04:56:06,1,Off,Good,Current Data,,None,,
1281,Site_001,03/12/2023 04:51:37,1,Off,Good,Current Data,,None,,
1282,Site_001,03/12/2023 04:49:46,1,Off,Good,Current Data,,None,,
1283,Site_001,03/12/2023 04:40:37,1,Off,Good,Current Data,,None,,
1284,Site_001,03/12/2023 04:34:08,1,Off,Good,Current Data,,None,,
1285,Site_001,03/12/2023 04:30:48,1,Off,Good,Current Data,,None,,
1286,Site_001,03/12/2023 04:27:32,1,Off,Good,Current Data,,None,,
1287,Site_001,03/12/2023 04:18:56,1,Off,Good,Current Data,,None,,
1288,Site_001,03/12/2023 04:00:28,1,Off,Good,Current Data,,None,,
1289,Site_001,03/12/2023 03:58:26,1,Off,Good,Current Data,,None,,
1290,Site_001,03/12/2023 03:56:29,1,Off,Good,Current Data,,None,,
1291,Site_001,03/12/2023 03:51:37,1,Off,Good,Current Data,,None,,
1292,Site_001,03/12/2023 03:47:35,1,Off,Good,Current Data,,None,,
1293,Site_001,03/12/2023 03:43:12,1,Off,Good,Current Data,,None,,
1294,Site_001,03/12/2023 03:42:50,1,Off,Good,Current Data,,None,,
1295,Site_001,03/12/2023 03:40:39,1,Off,Good,Current Data,,None,,
1296,Site_001,03/12/2023 03:26:52,1,Off,Good,Current Data,,None,,
1297,Site_001,03/12/2023 03:17:01,1,Off,Good,Current Data,,None,,
1298,Site_001,03/12/2023 03:07:01,1,Off,Good,Current Data,,None,,
1299,Site_001,03/12/2023 02:57:20,1,Off,Good,Current Data,,None,,
1300,Site_001,03/12/2023 02:37:20,1,Off,Good,Current Data,,None,,
1301,Site_001,03/12/2023 02:29:24,1,Off,Good,Current Data,,None,,
1302,Site_001,03/12/2023 02:23:32,1,Off,Good,Current Data,,None,,
1303,Site_001,03/12/2023 02:07:41,1,Off,Good,Current Data,,None,,
1304,Site_001,03/12/2023 02:06:44,1,Off,Good,Current Data,,None,,
1305,Site_001,02/12/2023 06:00:37,1,Off,Good,Current Data,,None,,
1306,Site_001,02/12/2023 06:00:17,1,Off,Good,Current Data,,None,,
1307,Site_001,02/12/2023 05:53:15,1,Off,Good,Current Data,,None,,
1308,Site_001,02/12/2023 05:46:43,1,Off,Good,Current Data,,None,,
1309,Site_001,02/12/2023 05:42:30,1,Off,Good,Current Data,,None,,
1310,Site_001,02/12/2023 05:21:49,1,Off,Good,Current Data,,None,,
1311,Site_001,02/12/2023 05:18:32,1,Off,Good,Current Data,,None,,
1312,Site_001,02/12/2023 05:17:13,1,Off,Good,Current Data,,None,,
1313,Site_001,02/12/2023 05:15:18,1,Off,Good,Current Data,,None,,
1314,Site_001,02/12/2023 04:44:47,1,Off,Good,Current Data,,None,,
1315,Site_001,02/12/2023 04:43:12,1,Off,Good,Current Data,,None,,
1316,Site_001,02/12/2023 04:41:47,1,Off,Good,Current Data,,None,,
1317,Site_001,02/12/2023 04:40:28,1,Off,Good,Current Data,,None,,
1318,Site_001,02/12/2023 04:37:56,1,Off,Good,Current Data,,None,,
1319,Site_001,02/12/2023 04:33:46,1,Off,Good,Current Data,,None,,
1320,Site_001,02/12/2023 04:26:55,1,Off,Good,Current Data,,None,,
1321,Site_001,02/12/2023 04:22:24,1,Off,Good,Current Data,,None,,
1322,Site_001,02/12/2023 04:21:50,1,Off,Good,Current Data,,None,,
1323,Site_001,02/12/2023 04:16:24,1,Off,Good,Current Data,,None,,
1324,Site_001,02/12/2023 04:12:39,1,Off,Good,Current Data,,None,,
1325,Site_001,02/12/2023 04:09:21,1,Off,Good,Current Data,,None,,
1326,Site_001,02/12/2023 04:01:58,1,Off,Good,Current Data,,None,,
1327,Site_001,02/12/2023 03:57:55,1,Off,Good,Current Data,,None,,
1328,Site_001,02/12/2023 03:56:44,1,Off,Good,Current Data,,None,,
1329,Site_001,02/12/2023 03:51:17,1,Off,Good,Current Data,,None,,
1330,Site_001,02/12/2023 03:44:24,1,Off,Good,Current Data,,None,,
1331,Site_001,02/12/2023 03:34:36,1,Off,Good,Current Data,,None,,
1332,Site_001,02/12/2023 03:33:52,1,Off,Good,Current Data,,None,,
1333,Site_001,02/12/2023 03:22:34,1,Off,Good,Current Data,,None,,
1334,Site_001,02/12/2023 03:19:20,1,Off,Good,Current Data,,None,,
1335,Site_001,02/12/2023 03:05:48,1,Off,Good,Current Data,,None,,
1336,Site_001,02/12/2023 02:59:03,1,Off,Good,Current Data,,None,,
1337,Site_001,02/12/2023 02:53:42,1,Off,Good,Current Data,,None,,
1338,Site_001,02/12/2023 02:47:28,1,Off,Good,Current Data,,None,,
1339,Site_001,02/12/2023 02:38:53,1,Off,Good,Current Data,,None,,
1340,Site_001,02/12/2023 02:36:02,1,Off,Good,Current Data,,None,,
1341,Site_001,02/12/2023 02:35:10,1,Off,Good,Current Data,,None,,
1342,Site_001,02/12/2023 02:30:24,1,Off,Good,Current Data,,None,,
1343,Site_001,01/12/2023 17:46:40,1,Off,Good,Current Data,,None,,
1344,Site_001,01/12/2023 16:42:29,1,Off,Good,Current Data,,None,,
1345,Site_001,01/12/2023 16:39:14,1,Off,Good,Current Data,,None,,
1346,Site_001,01/12/2023 07:47:00,1,Off,Good,Current Data,,None,,
1347,Site_001,01/12/2023 07:33:22,1,Off,Good,Current Data,,None,,
1348,Site_001,01/12/2023 07:33:20,1,Off,Good,Current Data,,None,,
1349,Site_001,01/12/2023 07:32:30,1,Off,Good,Current Data,,None,,
1350,Site_001,01/12/2023 07:32:20,1,Off,Good,Current Data,,None,,
1351,Site_001,01/12/2023 07:30:09,1,Off,Good,Current Data,,None,,
1352,Site_001,01/12/2023 07:30:05,1,Off,Good,Current Data,,None,,
1353,Site_001,01/12/2023 07:20:59,1,Off,Good,Current Data,,None,,
1354,Site_001,01/12/2023 07:20:57,1,Off,Good,Current Data,,None,,
1355,Site_001,01/12/2023 07:15:09,1,Off,Good,Current Data,,None,,
1356,Site_001,01/12/2023 07:15:07,1,Off,Good,Current Data,,None,,
1357,Site_001,01/12/2023 02:19:47,1,Off,Good,Current Data,,None,,
1358,Site_001,01/12/2023 02:18:22,1,Off,Good,Current Data,,None,,
1359,Site_001,01/12/2023 02:16:57,1,Off,Good,Current Data,,None,,
1360,Site_001,01/12/2023 02:15:58,1,Off,Good,Current Data,,None,,
1361,Site_001,01/12/2023 02:15:24,1,Off,Good,Current Data,,None,,
1362,Site_001,01/12/2023 02:14:51,1,Off,Good,Current Data,,None,,
1363,Site_001,01/12/2023 02:14:01,1,Off,Good,Current Data,,None,,
1364,Site_001,01/12/2023 02:12:59,1,Off,Good,Current Data,,None,,
1365,Site_001,01/12/2023 02:11:24,1,Off,Good,Current Data,,None,,
1366,Site_001,01/12/2023 02:10:25,1,Off,Good,Current Data,,None,,
1367,Site_001,01/12/2023 02:09:29,1,Off,Good,Current Data,,None,,
1368,Site_001,01/12/2023 02:08:01,1,Off,Good,Current Data,,None,,
1369,Site_001,01/12/2023 02:07:04,1,Off,Good,Current Data,,None,,
1370,Site_001,01/12/2023 02:02:45,1,Off,Good,Current Data,,None,,
1371,Site_001,01/12/2023 01:25:28,1,Off,Good,Current Data,,None,,
1372,Site_001,01/12/2023 01:22:49,1,Off,Good,Current Data,,None,,
1373,Site_001,01/12/2023 01:22:33,1,Off,Good,Current Data,,None,,
1374,Site_001,01/12/2023 01:16:47,1,Off,Good,Current Data,,None,,
1375,Site_001,01/12/2023 01:16:25,1,Off,Good,Current Data,,None,,
1376,Site_001,01/12/2023 01:16:17,1,Off,Good,Current Data,,None,,
1377,Site_001,30/11/2023 07:58:44,1,Off,Good,Current Data,,None,,
1378,Site_001,30/11/2023 07:58:32,1,Off,Good,Current Data,,None,,
1379,Site_001,30/11/2023 02:16:30,1,Off,Good,Current Data,,None,,
1380,Site_001,30/11/2023 02:15:05,1,Off,Good,Current Data,,None,,
1381,Site_001,30/11/2023 02:14:37,1,Off,Good,Current Data,,None,,
1382,Site_001,30/11/2023 02:13:41,1,Off,Good,Current Data,,None,,
1383,Site_001,30/11/2023 02:13:21,1,Off,Good,Current Data,,None,,
1384,Site_001,30/11/2023 02:12:52,1,Off,Good,Current Data,,None,,
1385,Site_001,30/11/2023 02:10:28,1,Off,Good,Current Data,,None,,
1386,Site_001,30/11/2023 02:09:18,1,Off,Good,Current Data,,None,,
1387,Site_001,30/11/2023 02:08:38,1,Off,Good,Current Data,,None,,
1388,Site_001,30/11/2023 02:06:35,1,Off,Good,Current Data,,None,,
1389,Site_001,30/11/2023 02:05:50,1,Off,Good,Current Data,,None,,
1390,Site_001,30/11/2023 02:03:57,1,Off,Good,Current Data,,None,,
1391,Site_001,30/11/2023 02:03:08,1,Off,Good,Current Data,,None,,
1392,Site_001,30/11/2023 02:02:03,1,Off,Good,Current Data,,None,,
1393,Site_001,30/11/2023 01:58:38,1,Off,Good,Current Data,,None,,
1394,Site_001,30/11/2023 01:55:34,1,Off,Good,Current Data,,None,,
1395,Site_001,30/11/2023 01:53:50,1,Off,Good,Current Data,,None,,
1396,Site_001,30/11/2023 01:50:43,1,Off,Good,Current Data,,None,,
1397,Site_001,30/11/2023 01:49:31,1,Off,Good,Current Data,,None,,
1398,Site_001,30/11/2023 01:48:56,1,Off,Good,Current Data,,None,,
1399,Site_001,30/11/2023 01:48:16,1,Off,Good,Current Data,,None,,
1400,Site_001,30/11/2023 01:47:58,1,Off,Good,Current Data,,None,,
1401,Site_001,30/11/2023 01:47:42,1,Off,Good,Current Data,,None,,
1402,Site_001,29/11/2023 03:52:15,1,Off,Good,Current Data,,None,,
1403,Site_001,29/11/2023 03:52:13,1,Off,Good,Current Data,,None,,
1404,Site_001,29/11/2023 03:47:41,1,Off,Good,Current Data,,None,,
1405,Site_001,29/11/2023 03:46:53,1,Off,Good,Current Data,,None,,
1406,Site_001,29/11/2023 03:46:52,1,Off,Good,Current Data,,None,,
1407,Site_001,29/11/2023 03:46:34,1,Off,Good,Current Data,,None,,
1408,Site_001,29/11/2023 03:45:11,1,Off,Good,Current Data,,None,,
1409,Site_001,29/11/2023 03:44:27,1,Off,Good,Current Data,,None,,
1410,Site_001,29/11/2023 03:44:00,1,Off,Good,Current Data,,None,,
1411,Site_001,29/11/2023 03:43:28,1,Off,Good,Current Data,,None,,
1412,Site_001,29/11/2023 03:42:21,1,Off,Good,Current Data,,None,,
1413,Site_001,29/11/2023 03:42:19,1,Off,Good,Current Data,,None,,
1414,Site_001,29/11/2023 03:41:04,1,Off,Good,Current Data,,None,,
1415,Site_001,29/11/2023 03:41:01,1,Off,Good,Current Data,,None,,
1416,Site_001,29/11/2023 03:40:06,1,Off,Good,Current Data,,None,,
1417,Site_001,29/11/2023 03:40:04,1,Off,Good,Current Data,,None,,
1418,Site_001,29/11/2023 03:38:37,1,Off,Good,Current Data,,None,,
1419,Site_001,29/11/2023 03:38:33,1,Off,Good,Current Data,,None,,
1420,Site_001,29/11/2023 03:36:32,1,Off,Good,Current Data,,None,,
1421,Site_001,29/11/2023 03:35:18,1,Off,Good,Current Data,,None,,
1422,Site_001,29/11/2023 03:35:16,1,Off,Good,Current Data,,None,,
1423,Site_001,29/11/2023 03:34:31,1,Off,Good,Current Data,,None,,
1424,Site_001,29/11/2023 03:34:26,1,Off,Good,Current Data,,None,,
1425,Site_001,29/11/2023 03:32:24,1,Off,Good,Current Data,,None,,
1426,Site_001,29/11/2023 03:31:28,1,Off,Good,Current Data,,None,,
1427,Site_001,29/11/2023 03:29:55,1,Off,Good,Current Data,,None,,
1428,Site_001,29/11/2023 03:28:23,1,Off,Good,Current Data,,None,,
1429,Site_001,29/11/2023 03:28:21,1,Off,Good,Current Data,,None,,
1430,Site_001,29/11/2023 03:11:07,1,Off,Good,Current Data,,None,,
1431,Site_001,29/11/2023 03:08:15,1,Off,Good,Current Data,,None,,
1432,Site_001,29/11/2023 03:08:02,1,Off,Good,Current Data,,None,,
1433,Site_001,29/11/2023 03:06:33,1,Off,Good,Current Data,,None,,
1434,Site_001,29/11/2023 03:04:26,1,Off,Good,Current Data,,None,,
1435,Site_001,29/11/2023 03:03:41,1,Off,Good,Current Data,,None,,
1436,Site_001,29/11/2023 03:03:18,1,Off,Good,Current Data,,None,,
1437,Site_001,29/11/2023 02:59:18,1,Off,Good,Current Data,,None,,
1438,Site_001,29/11/2023 02:58:37,1,Off,Good,Current Data,,None,,
1439,Site_001,29/11/2023 02:57:48,1,Off,Good,Current Data,,None,,
1440,Site_001,29/11/2023 02:56:10,1,Off,Good,Current Data,,None,,
1441,Site_001,29/11/2023 02:56:09,1,Off,Good,Current Data,,None,,
1442,Site_001,29/11/2023 02:54:37,1,Off,Good,Current Data,,None,,
1443,Site_001,29/11/2023 02:47:26,1,Off,Good,Current Data,,None,,
1444,Site_001,29/11/2023 02:47:24,1,Off,Good,Current Data,,None,,
1445,Site_001,29/11/2023 02:45:41,1,Off,Good,Current Data,,None,,
1446,Site_001,29/11/2023 02:45:39,1,Off,Good,Current Data,,None,,
1447,Site_001,29/11/2023 02:43:05,1,Off,Good,Current Data,,None,,
1448,Site_001,29/11/2023 02:42:18,1,Off,Good,Current Data,,None,,
1449,Site_001,29/11/2023 02:39:17,1,Off,Good,Current Data,,None,,
1450,Site_001,29/11/2023 02:37:00,1,Off,Good,Current Data,,None,,
1451,Site_001,29/11/2023 02:36:49,1,Off,Good,Current Data,,None,,
1452,Site_001,29/11/2023 02:34:18,1,Off,Good,Current Data,,None,,
1453,Site_001,29/11/2023 02:33:37,1,Off,Good,Current Data,,None,,
1454,Site_001,29/11/2023 02:30:59,1,Off,Good,Current Data,,None,,
1455,Site_001,29/11/2023 02:30:54,1,Off,Good,Current Data,,None,,
1456,Site_001,29/11/2023 02:30:18,1,Off,Good,Current Data,,None,,
